LSOA2011,LSOA.name.(2011),Local.Authority.District.code.(2019),Local.Authority.District.name.(2019),Index.of.Multiple.Deprivation.(IMD).Score,Index.of.Multiple.Deprivation.(IMD).Rank,Index.of.Multiple.Deprivation.(IMD).Decile,Index.of.Multiple.Deprivation.(IMD).Decile,Income.Score.(Rank,Income.Score.(Decile,Employment.Score.(rate),Employment.Score.(Rank,Employment.Score.(Decile,"Education,.Skills.and.Training.Score","Education,.Skills.and.Training.Rank","Education,.Skills.and.Training.Decile",Health.Deprivation.and.Disability.Score,Health.Deprivation.and.Disability.Rank,Health.Deprivation.and.Disability.Decile,Crime.Score,Crime.Rank,Crime.Decile,Barriers.to.Housing.and.Services.Score,Barriers.to.Housing.and.Services.Rank,Barriers.to.Housing.and.Services.Decile,Living.Environment.Score,Living.Environment.Rank,Living.Environment.Decile,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(rate),Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Rank,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Decile,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(rate),Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Rank,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Decile,Children.and.Young.People.Sub-domain.Score,Children.and.Young.People.Sub-domain.Rank,Children.and.Young.People.Sub-domain.Decile,Adult.Skills.Sub-domain.Score,Adult.Skills.Sub-domain.Rank,Adult.Skills.Sub-domain.Decile,Geographical.Barriers.Sub-domain.Score,Geographical.Barriers.Sub-domain.Rank,Geographical.Barriers.Sub-domain.Decile,Wider.Barriers.Sub-domain.Score,Wider.Barriers.Sub-domain.Rank,Wider.Barriers.Sub-domain.Decile,Indoors.Sub-domain.Score,Indoors.Sub-domain.Rank,Indoors.Sub-domain.Decile,Outdoors.Sub-domain.Score,Outdoors.Sub-domain.Rank,Outdoors.Sub-domain.Decile
E01009053,Birmingham 033B,E08000025,Birmingham,53.905,136,3,4,67,2,0.234,103,2,55.604,86,2,0.888,234,4,0.026,468,8,34.94,185,3,37.03,388,7,0.335,186,3,0.586,53,1,0.376,273,5,0.578,41,1,-1.36,612,10,4.811,72,2,0.462,456,8,1.299,124.5,2
E01009054,Birmingham 033C,E08000025,Birmingham,35.267,345,6,7,334,6,0.174,282.5,5,26.464,349,6,0.415,430,7,0.537,239.5,4,28.167,435,7,39.354,346,6,0.191,405,7,0.349,214.5,4,-0.445,504,8,0.445,251.5,4,-0.741,486,8,3.713,295,5,0.508,436.5,7,1.403,80,2
E01009056,Birmingham 032B,E08000025,Birmingham,51.196,171,3,4,164.5,3,0.249,70.5,2,27.015,342,6,0.731,294,5,1.546,8,1,33.89,242,4,30.946,487,8,0.341,175,3,0.375,189.5,3,-0.038,417,7,0.417,288,5,-0.881,527.5,9,4.573,139,3,0.122,544,9,1.293,127,2
E01009057,Birmingham 035D,E08000025,Birmingham,51.11,172,3,4,71,2,0.223,133.5,3,46.234,179,3,0.553,374,6,0.612,212,4,36.019,141,3,31.822,470,8,0.342,174,3,0.552,67.5,2,0.523,217,4,0.509,143,3,-1.286,600.5,10,4.916,49,1,0.348,495,8,1.044,266,5
E01009058,Birmingham 033D,E08000025,Birmingham,36.139,337,6,7,301,5,0.137,366.5,6,48.108,161,3,0.023,567,9,-0.094,502,8,36.194,131,3,42.186,286,5,0.193,403,7,0.415,138,3,0.624,181.5,3,0.511,140.5,3,-0.667,458.5,8,4.726,97,2,0.737,336,6,1.227,151,3
E01009059,Birmingham 035E,E08000025,Birmingham,61.826,41,1,2,20,1,0.3,8.5,1,43.973,198,4,1.245,91,2,0.572,222.5,4,33.416,263,5,32.604,460,8,0.366,141.5,3,0.642,30,1,0.336,291.5,5,0.512,139,3,-1.546,624,10,4.668,113,2,0.334,500,8,1.134,205.5,4
E01009060,Birmingham 035F,E08000025,Birmingham,48.057,207,4,5,134,3,0.208,180.5,3,46.281,177,3,0.425,426,7,0.316,342.5,6,36.768,109,2,43.114,275,5,0.263,320,5,0.691,16,1,0.259,319,5,0.532,100.5,2,-0.818,505,8,4.868,63,1,0.763,320,5,1.246,147,3
E01009061,Birmingham 033E,E08000025,Birmingham,46.931,220,4,5,118,2,0.193,233,4,44.11,194,4,0.527,383.5,6,0.217,400,7,36.348,121,2,41.261,308,5,0.306,248.5,4,0.625,35,1,0.465,235,4,0.502,153.5,3,-0.581,422.5,7,4.688,109,2,0.666,364.5,6,1.283,132,3
E01009062,Birmingham 040E,E08000025,Birmingham,54.214,127.5,2,3,56.5,1,0.215,157.5,3,50.223,147,3,0.709,302,5,0.856,115,2,37.9,87,2,35.854,414,7,0.334,188.5,3,0.728,6.5,1,0.088,380,6,0.567,53,1,-1.065,568,9,5.076,17,1,0.158,537.5,9,1.63,29,1
E01009064,Birmingham 095B,E08000025,Birmingham,34.229,354,6,7,301,5,0.152,329.5,6,25.588,354,6,0.479,402,7,0.302,352.5,6,27.044,476,8,40.45,327,6,0.345,171.5,3,0.198,418,7,0.247,328.5,6,0.37,356,6,-0.343,335,6,3.018,394,7,0.824,291,5,0.875,387,7
E01009065,Birmingham 075A,E08000025,Birmingham,22.482,488,8,9,541,9,0.105,431,7,1.375,625,10,0.038,562,9,0.757,152,3,19.891,601,10,57.682,63,1,0.063,586.5,10,0.079,594,10,-1.586,622,10,0.168,605.5,10,-0.437,371.5,6,1.692,563,9,1.319,49,1,1.08,239.5,4
E01009066,Birmingham 073A,E08000025,Birmingham,18.231,551,9,10,489,8,0.083,505.5,8,0.946,635,10,0.076,549,9,0.35,329,6,29.83,375,6,28.631,527,9,0.03,626,10,0.182,436,7,-1.793,635,10,0.153,618,10,0.367,62,1,1.759,548,9,0.269,512,8,0.881,379,6
E01009067,Birmingham 075B,E08000025,Birmingham,13.315,593,10,11,588.5,10,0.032,620,10,0.297,639,10,-0.264,613,10,0.23,395,7,18.741,614,10,55.701,78,2,0.037,619,10,0.161,465,8,-1.835,636,10,0.096,636,10,-0.247,301.5,5,1.08,599,10,1.249,73,2,1.107,217.5,4
E01009068,Birmingham 075C,E08000025,Birmingham,10.384,609,10,11,602.5,10,0.035,614.5,10,0.846,636,10,0.007,570,9,0.198,408.5,7,12.412,639,10,40.375,328,6,0.082,561.5,9,0.078,595.5,10,-1.278,595.5,10,0.098,635,10,-1.676,627,10,0.882,606,10,0.854,275.5,5,0.79,440,7
E01009069,Birmingham 075D,E08000025,Birmingham,16.528,564,9,10,556,9,0.059,569,9,2.827,595,10,0.079,548,9,0.14,434,7,20.99,591,10,50.813,146,3,0.093,542,9,0.155,474,8,-0.694,540,9,0.115,631,10,-0.991,554,9,2.521,445,7,1.163,116.5,2,0.938,343.5,6
E01009070,Birmingham 073B,E08000025,Birmingham,13.977,586,10,11,588.5,10,0.063,564.5,9,0.95,634,10,0.113,539,9,0.274,367,6,27.448,461,8,29.415,516,9,0.035,621.5,10,0.102,569.5,9,-1.457,608,10,0.137,625,10,0.088,154,3,2.127,501,8,0.475,451,8,0.585,569,9
E01009071,Birmingham 087B,E08000025,Birmingham,28.171,414,7,8,406,7,0.111,420,7,4.787,572,9,0.603,352.5,6,1.184,38,1,33.68,252,4,29.085,521,9,0.22,373.5,6,0.191,424.5,7,-0.67,538,9,0.201,566,9,0.053,167.5,3,3.452,334,6,0.45,460.5,8,0.604,560,9
E01009072,Birmingham 075E,E08000025,Birmingham,19.26,539,9,10,519,9,0.09,488.5,8,1.532,618,10,0.352,459,8,-0.062,498,8,22.465,560,9,44.872,245,4,0.09,549.5,9,0.217,389,7,-1.172,592,10,0.145,621.5,10,-0.257,308,5,1.913,533,9,0.942,233,4,0.983,307,5
E01009073,Birmingham 085A,E08000025,Birmingham,59.476,65,2,3,25,1,0.252,65.5,2,48.768,158,3,1.365,63,1,0.397,307,5,36.71,111,2,30.741,490,8,0.468,28.5,1,0.296,286,5,0.96,72,2,0.471,201.5,4,-0.458,382,6,4.626,122,2,0.531,427,7,0.598,561,9
E01009074,Birmingham 085B,E08000025,Birmingham,54.251,126,2,3,65.5,2,0.245,86,2,43.102,204,4,0.882,237.5,4,0.607,214.5,4,33.855,248.5,4,37.007,389,7,0.496,17,1,0.336,235,4,0.889,88,2,0.435,262.5,5,-0.858,519,9,4.557,143,3,0.797,306,5,0.605,559,9
E01009075,Birmingham 087C,E08000025,Birmingham,36.502,336,6,7,295.5,5,0.145,350,6,18.547,422,7,1.127,142,3,-0.149,530,9,40.574,47,1,31.527,475,8,0.375,120.5,2,0.415,138,3,0.284,309,5,0.284,489.5,8,0.25,88,2,4.096,218,4,0.495,442,7,0.759,462,8
E01009077,Birmingham 095C,E08000025,Birmingham,25.269,439,7,8,476.5,8,0.112,416.5,7,12.247,491,8,0.339,463,8,-0.079,500,8,35.058,182,3,45.326,241,4,0.119,508,8,0.114,548,9,-0.279,472,8,0.285,487,8,0.368,61,1,2.844,416,7,1.133,129.5,3,0.471,609,10
E01009078,Birmingham 087E,E08000025,Birmingham,27.246,422,7,8,442.5,7,0.081,511.5,8,15.698,452,8,0.695,310.5,5,0.042,464,8,43.191,27,1,40.804,318,5,0.25,338.5,6,0.207,402,7,0.379,271,5,0.214,552,9,0.539,30,1,3.807,273,5,0.755,323.5,6,1.066,245,4
E01009079,Birmingham 038A,E08000025,Birmingham,61.275,44,1,2,82,2,0.257,57.5,1,51.781,133,3,1.417,52,1,1.127,47,1,35.198,174,3,39.112,350,6,0.478,21.5,1,0.231,368,6,0.759,133,3,0.518,128,2,-0.698,470,8,4.631,121,2,0.619,387,7,1.197,164.5,3
E01009080,Birmingham 038B,E08000025,Birmingham,59.155,71,2,3,18.5,1,0.228,118,2,59.865,55,1,1.026,181.5,3,0.862,114,2,34.139,230,4,32.092,468,8,0.531,10,1,0.389,174,3,0.795,121,2,0.562,61,1,-0.791,499,8,4.558,141.5,3,0.13,543,9,1.376,91,2
E01009081,Birmingham 038C,E08000025,Birmingham,62.497,36,1,2,100.5,2,0.264,48,1,65.303,28,1,1.426,50,1,0.916,97,2,37.585,93,2,35.888,413,7,0.366,141.5,3,0.339,233.5,4,1.356,18.5,1,0.521,117,2,-0.213,283,5,4.481,160.5,3,0.59,402,7,0.976,317.5,5
E01009082,Birmingham 044A,E08000025,Birmingham,38.026,322,6,7,323.5,6,0.15,334,6,42.563,212,4,0.927,211,4,0.511,251.5,4,32.939,274,5,30.447,495,8,0.267,312.5,5,0.276,316.5,5,0.426,250,4,0.494,164.5,3,-0.045,211.5,4,3.538,321,6,-0.09,579,10,1.496,50,1
E01009083,Birmingham 038D,E08000025,Birmingham,44.484,257,5,6,226.5,4,0.186,255.5,4,44.033,197,4,0.81,258.5,5,0.928,94,2,31.569,324,6,31.302,481,8,0.332,192.5,3,0.307,265,5,0.623,183,3,0.483,181.5,3,-1.178,585,10,4.373,178,3,0.351,494,8,0.993,297.5,5
E01009084,Birmingham 042A,E08000025,Birmingham,31.793,379,6,7,364.5,6,0.143,355,6,25.799,352,6,0.501,393,7,-0.422,578,10,36.212,129,3,38.042,370,6,0.201,395,7,0.193,421.5,7,-0.333,482,8,0.431,268,5,0.386,58,1,3.013,395,7,0.629,382.5,6,1.086,232,4
E01009085,Birmingham 042B,E08000025,Birmingham,24.234,457,8,9,411.5,7,0.096,462.5,8,29.324,329,6,-0.122,594,10,-0.399,571.5,9,34.973,184,3,32.802,456,8,0.154,458.5,8,0.221,381.5,6,-0.162,451,8,0.449,244,4,0.414,51,1,2.69,424,7,0.36,491,8,1.111,216,4
E01009086,Birmingham 044B,E08000025,Birmingham,30.943,388,7,8,382.5,6,0.125,392,7,27.722,338,6,0.708,303.5,5,0.17,423,7,32.277,298,5,36.914,394,7,0.17,438,7,0.236,361.5,6,-0.197,459,8,0.438,258.5,5,0.106,142,3,3.062,390,7,0.605,395.5,7,1.037,271.5,5
E01009087,Birmingham 042C,E08000025,Birmingham,28.985,406,7,8,449.5,7,0.111,420,7,25.686,353,6,0.205,511,8,0.973,78,2,19.521,607,10,55.442,82,2,0.15,464.5,8,0.107,558,9,0.033,398,7,0.397,318.5,5,-0.787,498,8,2.059,511,8,1.156,119,2,1.343,106,2
E01009088,Birmingham 045A,E08000025,Birmingham,35.678,341,6,7,332,6,0.163,309.5,5,35.153,280,5,0.484,400,7,0.522,247.5,4,24.946,520,9,41.338,306,5,0.269,309.5,5,0.212,394.5,7,0.325,296,5,0.448,247,4,-0.473,389,7,2.804,420,7,0.666,364.5,6,1.287,130,3
E01009089,Birmingham 042D,E08000025,Birmingham,27.488,419,7,8,373,6,0.116,408.5,7,26.411,350,6,0.395,438,7,-0.152,532.5,9,22.206,568,9,40.752,319,5,0.24,350,6,0.21,397,7,0.175,353,6,0.387,331.5,6,-0.437,371.5,6,2.177,496,8,0.793,309,5,0.976,317.5,5
E01009090,Birmingham 042E,E08000025,Birmingham,33.702,359,6,7,361.5,6,0.135,370.5,6,28.855,332,6,0.544,378,6,0.799,136,3,27.676,452,8,42.129,289,5,0.167,441,7,0.292,291,5,-0.224,464,8,0.45,240,4,-0.245,300,5,2.971,402,7,0.75,329.5,6,1.196,166,3
E01009091,Birmingham 045B,E08000025,Birmingham,43.098,274,5,6,283,5,0.194,229,4,52.802,122,2,0.741,287.5,5,0.602,218,4,32.185,303,5,30.043,503,8,0.335,186,3,0.245,349,6,1.097,56,1,0.48,186.5,3,-0.092,232,4,3.501,327,6,0.41,476.5,8,0.777,451,8
E01009092,Birmingham 054A,E08000025,Birmingham,58.718,77,2,3,51.5,1,0.234,103,2,66.564,21,1,1.188,118,2,0.263,375.5,6,35.813,148,3,36.52,404,7,0.458,34,1,0.369,193.5,4,1.245,30,1,0.544,89,2,-0.469,387,7,4.534,148.5,3,0.609,394,7,0.995,295.5,5
E01009093,Birmingham 054B,E08000025,Birmingham,59.466,66,2,3,109,2,0.23,112.5,2,62.282,46,1,1.203,110,2,0.679,177,3,28.975,403,7,63.569,26,1,0.356,155.5,3,0.43,125.5,2,1.374,14,1,0.499,156,3,-0.914,538,9,3.935,255,4,1.474,19,1,1.159,190.5,3
E01009094,Birmingham 054C,E08000025,Birmingham,53.261,141,3,4,139,3,0.224,129,2,53.802,114,2,0.635,337,6,0.902,101,2,31.989,313.5,5,51.151,138,3,0.383,111.5,2,0.317,253.5,4,1.038,62,1,0.496,162,3,-0.708,476,8,4.227,199,4,1.086,161,3,1.17,180.5,3
E01009095,Birmingham 056A,E08000025,Birmingham,33.984,358,6,7,385,7,0.132,374.5,6,31.781,309,5,0.361,451.5,8,0.789,141.5,3,29.553,384,6,51.451,134,3,0.206,389,7,0.17,450.5,8,0.341,288.5,5,0.416,290.5,5,-0.083,228.5,4,2.996,398,7,1.146,125.5,2,1.037,271.5,5
E01009096,Birmingham 029A,E08000025,Birmingham,54.358,125,2,3,158.5,3,0.243,92,2,53.072,119,2,1.617,18,1,0.611,213,4,34.486,210,4,20.218,594,10,0.408,78,2,0.313,257.5,5,0.873,91.5,2,0.513,137,3,-0.016,198.5,4,3.752,284,5,-0.316,602,10,0.866,394.5,7
E01009097,Birmingham 029B,E08000025,Birmingham,59.522,63,1,2,121.5,2,0.254,63,1,80.202,2,1,1.573,28,1,0.246,388,7,36.361,120,2,15.394,619,10,0.392,98.5,2,0.334,238,4,1.725,4,1,0.553,69.5,2,0.244,91,2,3.455,333,6,-0.473,618,10,0.521,594.5,10
E01009098,Birmingham 025C,E08000025,Birmingham,39.736,308,5,6,262.5,5,0.188,247.5,4,33.392,295,5,1.284,81,2,-0.057,497,8,27.444,462,8,22.124,583,10,0.318,227.5,4,0.358,197,4,0.626,180,3,0.391,327.5,6,-0.024,201,4,2.427,463,8,-0.262,596,10,0.984,306,5
E01009099,Birmingham 029C,E08000025,Birmingham,66.836,14,1,2,59.5,1,0.287,15,1,78.96,4,1,1.912,2,1,0.614,206.5,4,34.789,193,4,14.491,625,10,0.45,36,1,0.481,101.5,2,1.826,2,1,0.532,100.5,2,-0.392,355,6,4.315,186,3,-1.118,636,10,0.8,433,7
E01009100,Birmingham 025D,E08000025,Birmingham,33.463,360,6,7,364.5,6,0.151,331.5,6,25.528,355,6,1.261,87,2,0.262,377.5,6,29.253,395,7,20.785,592,10,0.181,424,7,0.332,240,4,0.321,298,5,0.359,376,6,0.095,149,3,2.475,451,8,-0.355,608,10,0.954,329,6
E01009101,Birmingham 029D,E08000025,Birmingham,47.77,209,4,5,283,5,0.208,180.5,3,54.695,101,2,1.511,37,1,0.427,292,5,31.989,313.5,5,28.517,529,9,0.291,272,5,0.267,323.5,6,1.11,53,1,0.491,169,3,-0.06,216,4,3.4,342,6,-0.066,576,9,1.319,115,2
E01009102,Birmingham 028D,E08000025,Birmingham,45.201,246,4,5,262.5,5,0.195,224.5,4,42.776,209,4,0.925,212,4,0.036,465,8,28.452,423,7,58.334,55,1,0.381,113.5,2,0.289,299,5,0.702,154,3,0.463,218,4,-0.542,412,7,3.556,317,5,1.217,89.5,2,1.408,75,2
E01009103,Birmingham 029E,E08000025,Birmingham,60.475,54,1,2,91,2,0.245,86,2,79.65,3,1,1.686,14,1,0.486,262.5,5,27.999,441,7,25.727,555,9,0.445,41,1,0.397,159,3,1.624,7,1,0.564,56,1,-0.519,403,7,3.443,337,6,-0.489,619,10,1.458,55.5,1
E01009104,Birmingham 028E,E08000025,Birmingham,56.986,96,2,3,217,4,0.231,110,2,56.642,81,2,1.126,143,3,0.663,180,3,34.286,223,4,68.227,7,1,0.372,129,2,0.282,308.5,5,1.003,67,2,0.519,123.5,2,-0.232,293.5,5,4.062,223,4,1.426,29,1,1.657,25,1
E01009105,Birmingham 025E,E08000025,Birmingham,26.859,425,7,8,430.5,7,0.096,462.5,8,24.051,370,6,0.814,257,5,-0.246,550,9,33.014,271,5,37.477,377,6,0.174,430.5,7,0.192,423,7,0.13,365.5,6,0.37,356,6,0.508,34.5,1,1.935,531.5,9,0.65,371,6,0.992,300,5
E01009106,Birmingham 029F,E08000025,Birmingham,33.082,364,6,7,379,6,0.149,338,6,45.942,182,3,0.935,208.5,4,-0.081,501,8,27.907,446,7,24.942,563,9,0.198,396,7,0.227,374,6,0.735,139,3,0.482,183.5,3,0.101,145.5,3,2.183,494,8,0.003,563,9,0.94,340.5,6
E01009107,Birmingham 128A,E08000025,Birmingham,66.106,19,1,2,9.5,1,0.275,31.5,1,52.154,127.5,2,1.422,51,1,1.351,23,1,33.922,240,4,27.237,540,9,0.579,5,1,0.38,182.5,3,1.288,25,1,0.436,260.5,5,-0.794,500,8,4.537,147,3,0.362,489,8,0.582,571,9
E01009108,Birmingham 127A,E08000025,Birmingham,16.716,560,9,10,569,9,0.055,579,10,19.196,417,7,0.058,557,9,0.399,304,5,27.132,471,8,29.941,506,8,0.158,451.5,8,0.064,610,10,0.028,402,7,0.331,426.5,7,0.164,115,2,1.827,539,9,0.483,446,7,0.624,546,9
E01009109,Birmingham 123B,E08000025,Birmingham,71.102,6,1,2,9.5,1,0.27,39,1,70.795,13,1,1.583,24,1,1.22,34,1,34.549,205,4,38.568,356,6,0.518,12,1,0.418,134,3,1.952,1,1,0.463,218,4,-0.128,248,4,3.952,250,4,0.839,285.5,5,0.643,531.5,9
E01009110,Birmingham 128B,E08000025,Birmingham,50.571,180,3,4,243.5,4,0.215,157.5,3,51.733,134,3,1.069,165,3,1.837,3,1,27.576,456,8,23.531,572,9,0.366,141.5,3,0.249,341,6,1.281,27,1,0.434,264,5,-0.721,478,8,3.58,313,5,0.11,547,9,0.645,529.5,9
E01009111,Birmingham 127B,E08000025,Birmingham,28.108,415,7,8,397,7,0.111,420,7,22.627,390,7,0.216,505,8,0.71,168,3,28.307,429,7,40.454,326,6,0.307,246.5,4,0.084,587,10,0.524,216,4,0.293,475.5,8,0.159,119.5,2,2.097,503,8,0.952,228.5,4,0.517,598.5,10
E01009112,Birmingham 127C,E08000025,Birmingham,29.948,399,7,8,397,7,0.131,377,6,29.096,331,6,1.139,136.5,3,-0.042,490,8,26.872,480,8,25.351,559,9,0.169,439,7,0.224,377,6,0.276,312,5,0.4,315,5,-0.137,252.5,4,2.584,436,7,0.282,511,8,0.525,592,10
E01009113,Birmingham 128C,E08000025,Birmingham,69.379,7,1,2,34.5,1,0.283,20,1,65.177,30,1,1.898,3,1,1.482,9,1,36.056,138,3,16.435,616,10,0.437,49.5,1,0.414,141,3,1.361,15,1,0.519,123.5,2,-0.026,202.5,4,3.996,241,4,-0.214,592,10,0.351,629.5,10
E01009114,Birmingham 128D,E08000025,Birmingham,54.108,132,3,4,153,3,0.257,57.5,1,53.835,113,2,0.848,247.5,4,1.07,63,1,38.191,80,2,18.797,603,10,0.376,116.5,2,0.297,284.5,5,1.144,45.5,1,0.479,188,3,0.318,74,2,3.582,312,5,-0.149,584,10,0.527,591,10
E01009115,Birmingham 128E,E08000025,Birmingham,55.214,115,2,3,185.5,3,0.231,110,2,61.034,49,1,1.556,31.5,1,1.122,49.5,1,33.294,266,5,14.857,622,10,0.413,66.5,2,0.281,311,5,1.311,21.5,1,0.501,155,3,-0.072,221,4,3.659,299,5,-0.362,609,10,0.351,629.5,10
E01009116,Birmingham 127D,E08000025,Birmingham,11.528,604,10,11,604,10,0.057,572,9,2.363,603,10,-0.019,574,9,0.511,251.5,4,18.922,612,10,26.758,546,9,0.041,609.5,10,0.06,614.5,10,-1.487,611.5,10,0.196,573,9,-0.121,243,4,0.824,609,10,0.043,559,9,1.042,268,5
E01009117,Birmingham 126A,E08000025,Birmingham,57.955,86,2,3,75,2,0.246,79,2,57.699,73,2,1.462,45,1,0.5,258,5,38.647,73,2,19.261,600,10,0.408,78,2,0.422,129.5,3,1.258,28.5,1,0.486,176.5,3,-0.224,291,5,4.623,123,2,-0.087,578,10,0.488,607.5,10
E01009118,Birmingham 127E,E08000025,Birmingham,33.187,361,6,7,361.5,6,0.179,273,5,22.572,391,7,0.886,235.5,4,0.309,347,6,28.731,412,7,22.47,578,10,0.237,357,6,0.181,438,7,-0.033,415,7,0.374,350.5,6,0.036,178,3,2.536,442,7,0.058,555,9,0.615,552,9
E01009119,Birmingham 123C,E08000025,Birmingham,26.603,428,7,8,397,7,0.14,359,6,10.852,507,8,0.781,270,5,-0.01,480,8,21.436,581,10,35.638,419,7,0.222,371.5,6,0.186,431,7,-0.249,466,8,0.261,509,8,-0.666,457,8,2.339,473,8,0.612,391,7,0.91,359.5,6
E01009120,Birmingham 123D,E08000025,Birmingham,28.778,407,7,8,426,7,0.092,483,8,23.194,380,6,0.453,413,7,0.867,113,2,30.334,358,6,45.732,232,4,0.212,380.5,6,0.126,527,9,0.356,281,5,0.329,429.5,7,0.177,113,2,2.455,456,8,1.018,200.5,4,0.879,382,6
E01009121,Birmingham 014A,E08000025,Birmingham,47.682,211,4,5,192.5,4,0.22,141,3,33.864,291,5,1.244,92.5,2,0.805,130,3,26.212,493,8,33.307,452,8,0.373,126.5,2,0.355,206.5,4,0.402,258.5,5,0.428,271,5,-0.738,483.5,8,3.353,346,6,0.455,458,8,0.999,291.5,5
E01009122,Birmingham 014B,E08000025,Birmingham,59.206,70,2,3,172,3,0.252,65.5,2,64.879,32,1,1.388,60,1,0.267,374,6,32.668,287,5,56.794,71,2,0.381,113.5,2,0.325,247,4,1.164,40,1,0.546,85.5,2,-0.379,353,6,4.022,234,4,1.246,75,2,1.208,161,3
E01009123,Birmingham 022A,E08000025,Birmingham,43.079,276,5,6,318,5,0.162,312,5,42.823,208,4,0.591,357,6,1.027,72,2,44.926,19,1,36.364,405,7,0.321,219.5,4,0.208,399.5,7,0.927,79,2,0.426,276,5,0.762,8,1,3.446,336,6,0.507,438,7,1.167,183,3
E01009124,Birmingham 022B,E08000025,Birmingham,68.387,8,1,2,8,1,0.27,39,1,65.543,27,1,1.035,176,3,0.495,259,5,57.224,2,1,31.624,473,8,0.54,9,1,0.398,155.5,3,1.258,28.5,1,0.535,95.5,2,1.06,3,1,4.464,165,3,0.481,447,7,0.798,435.5,7
E01009125,Birmingham 022C,E08000025,Birmingham,46.072,236,4,5,213,4,0.188,247.5,4,47.743,163,3,0.522,385,7,0.313,345,6,36.958,107,2,48.704,179,3,0.366,141.5,3,0.261,331.5,6,0.727,144,3,0.496,162,3,0.363,63,1,3.226,368,6,1.082,164,3,0.978,315,5
E01009126,Birmingham 026A,E08000025,Birmingham,20.699,517,9,10,489,8,0.08,514,9,14.145,471,8,0.39,440,7,-0.151,531,9,21.915,574,9,45.472,238,4,0.158,451.5,8,0.135,510.5,8,-0.416,497,8,0.322,439.5,7,-0.128,248,4,1.515,578,10,1.022,197,4,0.846,409,7
E01009127,Birmingham 011A,E08000025,Birmingham,64.464,25,1,2,83,2,0.263,49.5,1,64.497,36,1,1.582,25,1,0.078,455,8,41.23,35,1,51.101,141,3,0.413,66.5,2,0.397,159,3,1.104,54,1,0.552,71.5,2,0.352,65,2,3.978,248,4,1.169,113.5,2,0.943,337,6
E01009128,Birmingham 011B,E08000025,Birmingham,66.527,17,1,2,65.5,2,0.263,49.5,1,70.937,12,1,1.492,41,1,0.876,105,2,29.847,373,6,55.571,80,2,0.463,30.5,1,0.45,114,2,1.58,8,1,0.52,119.5,2,-0.5,399,7,3.751,285.5,5,1.173,110.5,2,1.309,119,2
E01009129,Birmingham 014C,E08000025,Birmingham,68.125,9,1,2,29,1,0.285,17,1,69.118,15,1,1.335,70,2,0.689,176,3,34.238,225,4,50.708,151,3,0.484,19,1,0.431,124,2,1.398,13,1,0.535,95.5,2,-0.221,288,5,4.042,227,4,1.076,166,3,1.164,184,3
E01009130,Birmingham 011C,E08000025,Birmingham,60.911,51,1,2,153,3,0.227,121.5,2,74.054,6,1,1.31,74,2,0.975,77,2,33.231,268,5,53.297,106,2,0.404,83.5,2,0.346,221.5,4,1.506,9,1,0.55,76.5,2,-0.159,259,5,3.815,271,5,1.188,102.5,2,1.08,239.5,4
E01009131,Birmingham 011D,E08000025,Birmingham,60.21,56,1,2,158.5,3,0.224,129,3,71.375,9,1,1.216,106,2,0.613,210,4,29.918,371,6,70.932,4,1,0.411,71.5,2,0.368,195,4,1.287,26,1,0.565,54,1,-0.341,334,6,3.543,320,5,1.679,6,1,1.258,143,3
E01009132,Birmingham 014D,E08000025,Birmingham,56.75,102,2,3,104,2,0.245,86,2,58.069,70,2,1.081,159,3,1.007,73,2,27.103,474,8,41.77,295,5,0.404,83.5,2,0.34,231.5,4,0.911,83,2,0.537,93,2,-1.352,611,10,3.802,274,5,0.809,299,5,1.029,277,5
E01009133,Birmingham 011E,E08000025,Birmingham,61.723,43,1,2,125,2,0.28,27.5,1,52.867,120,2,1.578,26,1,0.849,118,2,34.348,218,4,44.594,248,4,0.331,196,4,0.392,166,3,0.861,96.5,2,0.513,137,3,-0.169,267.5,5,3.994,242,4,0.909,250.5,4,1.039,269,5
E01009134,Birmingham 011F,E08000025,Birmingham,60.126,58,1,2,139,3,0.255,61,1,63.37,42,1,1.25,90,2,0.868,111.5,2,27.637,453,8,56.207,74,2,0.372,129,3,0.387,177.5,3,1.087,57,1,0.547,82.5,2,-0.988,552,9,3.777,277,5,1.165,115,2,1.38,89,2
E01009135,Birmingham 010A,E08000025,Birmingham,19.524,534,9,10,500,8,0.093,478.5,8,10.528,511,8,0.621,344,6,0.253,382.5,6,25.829,506,8,15.334,620,10,0.136,484.5,8,0.148,489,8,-0.795,557,9,0.305,464.5,8,0.247,90,2,1.295,593,10,-0.878,633,10,0.789,441,7
E01009136,Birmingham 014E,E08000025,Birmingham,51.093,173,3,4,168.5,3,0.246,79,2,38.3,254,4,1.611,19,1,0.158,425,7,32.806,281,5,24.864,564,9,0.279,293,5,0.42,131.5,3,0.632,177.5,3,0.435,262.5,5,-0.108,235,4,3.635,301,5,-0.103,580,10,1.055,260.5,5
